casnumber,chemicalname,proposed_parent_cas_dashed,proposed_parent_casnumber,proposed_parent_name,proposed_match_rationale,confidence,notes
53042798,"gossyplure;Hexadeca-7,11-dien-1-yl acetate (Z,E)-;(7Z,11E)-Hexadeca-7,11-dien-1-yl acetate",53042-79-8,53042798,"Gossyplure ((7Z,11E)-hexadeca-7,11-dien-1-yl acetate)","direct - no simpler parent: simple ester, registered insect pheromone (gossyplure)",high,
54381167,"2,2'-[(4-Aminophenyl)imino]bisethanol sulfate (1:1) (salt)",6054-35-9,6054359,"N,N-Bis(2-hydroxyethyl)-p-phenylenediamine","sulfate salt of organic base -> free base (hair-dye/photographic-developer intermediate, consistent with the established sulfate-salt-of-organic-base convention)",medium,Free-base CAS recalled from memory; recommend confirming before use.
55072576,Copper zinc hydroxide sulfate,NA,NA,"Possibly Copper (more commonly the toxicologically dominant component in fungicide-type Cu/Zn hydroxide-sulfate mixtures) - mixed-metal compound, no single clear parent","UNCERTAIN - needs human review: mixed copper-zinc basic sulfate compound, contains two metals of independent toxicological interest (Cu, Zn) with no established convention in this lookup for selecting between co-occurring metals in a single mixed-metal compound",low,"Recommend human review to decide whether this resolves to Copper, Zinc, both (multi-parent), or stays direct as its own distinct mixed-metal compound; consistent with the similar Silver vanadium oxide flag earlier in this batch."
55256321,"2-(2,4-Dichlorophenoxy)acetic acid compd. with (9Z,12Z)-N,N-dimethyl-9,12-octadecadien-1-amine (1:1) mixt. with (9Z)-N,N-dimethyl-9-octadecen-1-amine 2-(2,4-dichlorophenoxy)acetate (1:1)",NA,NA,NA,"MIXTURE OR PSEUDO-CAS - cannot resolve: ""compd. with ... mixt. with ..."" notation joining multiple distinct components",high,
55566308,Tetrakis(hydroxymethyl)phosphonium sulfate;Bis[tetrakis(hydroxymethyl)phosphanium] sulfate,55566-30-8,55566308,Tetrakis(hydroxymethyl)phosphonium sulfate,"direct - no simpler parent: quaternary phosphonium salt, cation is the active moiety (industrial biocide), consistent with the established Tetrakis(hydroxymethyl)phosphonium hydroxide precedent",high,
56296787,Fluoxetine hydrochloride;N-Methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine--hydrogen chloride (1/1),54910-89-3,54910893,Fluoxetine,HCl salt -> free base,high,Reused from Stage 2b pilot - same CAS appeared in both samples.
56803373,tert-Butylphenyl diphenyl phosphate,56803-37-3,56803373,tert-Butylphenyl diphenyl phosphate,"direct - no simpler parent: phosphate ester, distinct industrial chemical",high,
56896685,"1,2-Propanediamine, acetate (1:?)",78-90-0,7890,"1,2-Propanediamine",acetate salt of organic diamine base -> free base (consistent with established acetate-salt-of-amine convention),high,
56896765,"6-Methylbenzothiazol-2-amine monohydrochloride;6-Methyl-1,3-benzothiazol-2-amine--hydrogen chloride (1/1)",2536-91-6,2536916,6-Methylbenzothiazol-2-amine (2-amino-6-methylbenzothiazole),HCl salt of organic base -> free base,medium,Free-base CAS recalled from memory; recommend confirming before use.
57571058,"2-(2,4-Dichlorophenoxy)propanoic acid, 2-Butoxyethyl ester mixt. with 2-butoxyethyl (2,4-dichlorophenoxy)acetate",NA,NA,NA,"MIXTURE OR PSEUDO-CAS - cannot resolve: ""mixt. with"" notation joining two distinct phenoxy-acid ester components",high,
57677959,"1,1'-(Hydrogen phosphate)3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol",57677-95-9,57677959,Tridecafluorooctyl dihydrogen phosphate,"direct - no simpler parent: fluorotelomer phosphate monoester (PFAS), distinct registered chemical, not collapsed to phosphoric acid, consistent with the established Bis(heptadecafluorodecyl) hydrogen phosphate precedent",high,
57960197,"Acequinocyl;3-Dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate",57960-19-7,57960197,Acequinocyl,direct - no simpler parent: registered acaricide active ingredient (itself the acetate ester form),high,
59417742,"Phosphoric acid, (O,O-dimethyl) O-(3-formyl-4-nitrophenyl) ester;3-Formyl-4-nitrophenyl dimethyl phosphate",59417-74-2,59417742,"Phosphoric acid, (O,O-dimethyl) O-(3-formyl-4-nitrophenyl) ester","direct - no simpler parent: organophosphate ester compound, distinct registered entity",high,
59729327,"Citalopram hydrobromide;1-[3-(Dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile--hydrogen bromide (1/1)",59729-33-8,59729338,Citalopram,HBr salt of organic base -> free base (SSRI antidepressant),high,
61545991,1-Methyl-3-octyl-1H-imidazolium bromide (1:1),61545-99-1,61545991,1-Methyl-3-octylimidazolium bromide,"direct - no simpler parent: quaternary imidazolium salt (ionic liquid), cation permanently charged",high,
61789182,Coconut trimethylammonium chloride,61789-18-2,61789182,Coconut trimethylammonium chloride,"direct - no simpler parent: quaternary ammonium salt (alkyl chain mixture from coconut oil, UVCB)",high,
61791104,PEG-15 Cocomonium chloride,61791-10-4,61791104,PEG-15 Cocomonium chloride,"direct - no simpler parent: quaternary ammonium salt (ethoxylated coco-amine derivative, UVCB)",high,
61791648,"1-(Alkyl* amino)-3-aminopropane acetate *(as in fatty acids of coconut oil);Acetic acid--N~1~-dodecylpropane-1,3-diamine (1/1)",61791-63-7,61791637,"N-Cocoalkyltrimethylenediamine (cocoalkyl-1,3-propanediamine)","acetate salt of organic base -> free base (UVCB coconut-fatty-amine-derived diamine surfactant, consistent with established acetate-salt-of-amine convention)",medium,Free-base CAS recalled from memory for this UVCB substance class; recommend confirming before use.
64697401,1-Methyl-3-octyl-1H-imidazolium chloride (1:1),64697-40-1,64697401,1-Methyl-3-octylimidazolium chloride,"direct - no simpler parent: quaternary imidazolium salt (ionic liquid), cation permanently charged",high,
64700567,"Triclopyr-butotyl;2-Butoxyethyl [(3,5,6-trichloropyridin-2-yl)oxy]acetate",55335-06-3,55335063,Triclopyr,"2-butoxyethyl (butotyl) ester -> Triclopyr acid parent (pyridyloxyacetic-acid herbicide ester convention, analogous to phenoxy-acid esters)",high,
65954190,(Z)-4-Tridecen-1-yl acetate;(4Z)-Tridec-4-en-1-yl acetate,65954-19-0,65954190,(4Z)-Tridec-4-en-1-yl acetate,"direct - no simpler parent: simple ester, insect pheromone component",high,
65996943,"Phosphate rock and phosphorite, Calcined",65996-94-3,65996943,"Phosphate rock and phosphorite, Calcined","direct - no simpler parent: complex mineral/ore product (calcined phosphate rock), a UVCB substance not reducible to a simple phosphate-ion salt",high,
66603109,Potassium cyclohexylhydroxydiazene 1-oxide,66603-10-9,66603109,"Potassium cyclohexylhydroxydiazene 1-oxide (K-HDO, wood preservative biocide)",direct - no simpler parent: registered industrial biocide/wood-preservative active ingredient; potassium salt is the standard commercial form (the diazenium oxide anion has no established simpler parent target in this lookup),medium,
68105022,"N,N-Dimethyl-N-tetradecyl-1-tetradecanaminium, Bromide",68105-02-2,68105022,Ditetradecyldimethylammonium bromide,direct - no simpler parent: quaternary ammonium salt,high,
68783788,Dimethyl ditallow ammonium chloride,68783-78-8,68783788,Dimethyl ditallow ammonium chloride,"direct - no simpler parent: quaternary ammonium salt (UVCB, tallow-derived alkyl chains)",high,
68959206,Disiquonium chloride;N-Decyl-N-methyl-N-[3-(trimethoxysilyl)propyl]decan-1-aminium chloride,68959-20-6,68959206,Disiquonium chloride,direct - no simpler parent: quaternary ammonium salt (silane-functionalized antimicrobial),high,
70161443,"N-(Hydroxymethyl)glycine, monosodium salt;Sodium [(hydroxymethyl)amino]acetate",70161-44-3,70161443,"N-(Hydroxymethyl)glycine, monosodium salt",direct - no simpler parent: sodium salt of an N-substituted amino acid (consistent with established sodium organic-acid-salt precedent),high,
70636861,"1-Sulfide-4-(1,1-dimethylethyl)-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane",70636-86-1,70636861,"4-tert-Butyl-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane 1-sulfide","direct - no simpler parent: cyclic phosphine sulfide (bicyclic caged phosphate-type flame retardant); the sulfide is intrinsic to the P=S structure, consistent with the established Triphenylphosphine sulfide precedent",high,
71125387,"4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide",71125-38-7,71125387,Meloxicam,"direct - no simpler parent: registered NSAID pharmaceutical (Meloxicam); the 1,1-dioxide (sulfone) is intrinsic to the oxicam benzothiazine core structure, not a separable salt or simple oxidation byproduct",high,
71265708,4-Chloro-2-oxo-3(2H)-benzothiazoleacetic acid mixt. with 2-(4-chloro-2-methylphenoxy)propanoic acid and sodium (4-chloro-2-methylphenoxy)acetate,NA,NA,NA,"MIXTURE OR PSEUDO-CAS - cannot resolve: ""mixt. with"" notation joining three distinct herbicide-acid/salt components",high,
71662118,Furaltadone tartrate,139-91-3,139913,Furaltadone,"tartrate salt of organic base -> free base (nitrofuran antibacterial, consistent with the established Furaltadone hydrochloride -> Furaltadone precedent from Part 1)",medium,
72906388,"2-[Ethyl[4-[(3-phenyl-1,2,4-thiadiazol-5-yl)azo]phenyl]amino]-N,N,N-trimethyl ethaneaminium methyl sulfate",72906-38-8,72906388,"2-[Ethyl[4-[(3-phenyl-1,2,4-thiadiazol-5-yl)azo]phenyl]amino]-N,N,N-trimethylethanaminium methyl sulfate (cationic azo dye)","direct - no simpler parent: cationic azo dye with a quaternary ammonium tail, cation permanently charged (consistent with established cationic dye salt convention)",high,
73851704,Ranitidine-S-oxide;({5-[(Dimethylamino)methyl]-2-furyl}methyl)(2-{[1-(methylamino)-2-nitrovinyl]amino}ethyl)sulfoniumolate,73851-70-4,73851704,Ranitidine S-oxide,"direct - no simpler parent: sulfoxide metabolite of Ranitidine, tracked as its own distinct analyte (consistent with the established oxon-metabolite convention, e.g. Paraoxon/Diazoxon -> direct rather than resolved back to the parent pesticide)",medium,
76930580,Sulfuric acid diammonium salt mixt. with diammonium hydrogen phosphate,NA,NA,NA,MIXTURE OR PSEUDO-CAS - cannot resolve,high,Reused from Stage 2b pilot - same CAS appeared in both samples.
77101521,1-Tetradecylquinolinium bromide,77101-52-1,77101521,1-Tetradecylquinolinium bromide,"direct - no simpler parent: quaternary quinolinium salt, cation permanently charged",high,
78246498,"Paroxetine hydrochloride [USP];(3S,4R)-3-{[(2H-1,3-Benzodioxol-5-yl)oxy]methyl}-4-(4-fluorophenyl)piperidine--hydrogen chloride (1/1)",61869-08-7,61869087,Paroxetine,HCl salt of organic base -> free base (SSRI antidepressant),high,
78697253,"4-Benzoyl-N,N,N-trimethylbenzenemethanaminium chloride (1:1)",78697-25-3,78697253,"4-Benzoyl-N,N,N-trimethylbenzylammonium chloride",direct - no simpler parent: quaternary ammonium salt,high,
79559970,"Sertraline hydrochloride;(1S,4S)-4-(3,4-Dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine--hydrogen chloride (1/1)",79617-96-2,79617962,Sertraline,HCl salt of organic base -> free base (SSRI antidepressant),high,
